,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
13436,negative,1.0,Cancelled Flight,0.6355,American,AlessandroDToro,0,americanair need apology need fix competent manner
13437,negative,1.0,Customer Service Issue,1.0,American,paulboomer,0,americanair like call back system thought youd like know working well received three call there audio
13438,negative,1.0,Flight Booking Problems,0.3514,American,sindhurella67,0,americanair need back home tomorrow one helping please help rebook flight tomorrow
13439,negative,1.0,Customer Service Issue,1.0,American,randomeshwar,0,americanair filed pir agent indianapolis airport unable pull information online site dmed detail
13440,neutral,0.6534,None,0.0,American,KenMiller5,0,americanair hear delta offering 2500 mile frequent flyer bag doesnt come within 20 minute landing thought
13441,negative,0.7107,Customer Service Issue,0.7107,American,SFaldon_Sports,0,americanair called hung
13442,positive,0.6807,None,0.0,American,letallec89,0,americanair thank
13443,negative,1.0,Customer Service Issue,1.0,American,ronlieber,0,americanair u cud answer 140 plenty inflight stealing going right amp fa wont uncomfortable convo w pas
13444,negative,1.0,Customer Service Issue,1.0,American,stephenmartino,0,americanair fine would call left message told would 2 hour call havent heard anything yet
13445,negative,1.0,Cancelled Flight,1.0,American,coyj1622,0,americanair flight cancelled flightled yesterday early afternoon call 1230am 230am wake tell
13446,positive,1.0,None,0.0,American,beebecathy,0,americanair miami agent rachel wong marisol pimentel pleasant world chaos big thank u
13447,negative,1.0,Customer Service Issue,1.0,American,dashoflovely,0,americanair put call back 1am still nothing 8am think might get back
13448,neutral,0.7175,None,0.0,American,flyneverdies,0,americanair anyone online help flight leaf 3 hr
13449,negative,1.0,Cancelled Flight,1.0,American,chrisjennison,0,americanair cancelled flight 1605 625 amp 628 flight 4 hr longer amp layover late flight find reasonably priced alternative
13450,negative,1.0,Customer Service Issue,1.0,American,BurkhalterTrvl,0,americanair dont know may also working home thanks nothing
13451,negative,1.0,Customer Service Issue,1.0,American,roblasvegas,0,americanair called ep line 4 hour late flightr called back sat hold hour u airway cut
13452,negative,1.0,Cancelled Flight,1.0,American,sindhurella67,0,americanair flight 1106 cancelled flightled need get back cleveland option
13453,negative,1.0,Cancelled Flight,0.659,American,HaileyUrban,0,americanair way could put hotel night im sleep airport tonight
13454,negative,1.0,Customer Service Issue,1.0,American,MackShultz,0,americanair mallowfairy many time exactly call leave number call back hasnt worked
13455,negative,1.0,Customer Service Issue,0.6791,American,RMauldin,0,americanair c2next would great get help ive trying since last night get
13456,negative,1.0,Customer Service Issue,1.0,American,jmariecastillo,0,americanair telling frustrated customer super busy please call back late flightr kthxbai hanging best practice
13457,negative,1.0,Customer Service Issue,0.6509,American,Jhosa_M,0,americanair becomes get money passenger strict dont feedback reward
13458,negative,1.0,Lost Luggage,0.3726,American,Jhosa_M,0,americanair even bag statuswill take action company incredible irresponsible costumer
13459,negative,1.0,Lost Luggage,1.0,American,Jhosa_M,0,americanair still waiting news bag 48hrs already happened company dont give passenger certain information
13460,negative,1.0,Customer Service Issue,0.6575,American,ScottCarmichae1,0,americanair customer service suck rep yelling caller regarding weather dfw hope go bankrupt
13461,negative,1.0,Customer Service Issue,0.7167,American,wordnerd153,0,americanair phone disconnect stay line need checkout hotel 2 hr amp place go cant keep calling
13462,neutral,0.6599,None,0.0,American,letallec89,0,americanair know wifi flight much thank
13463,positive,1.0,None,0.0,American,dwburrell,0,americanair apology required made home safe thanks kudos aa
13464,negative,1.0,Customer Service Issue,0.6879,American,MilesWittBoyer,1,americanair requested call back 1am cancelled flighted flight dfw shouldnt take long reroute youre customer service lack
13465,negative,1.0,Customer Service Issue,1.0,American,JigsawLounge,0,americanair review system notification website telephone system place clearly inadequate
13466,negative,1.0,Bad Flight,0.7140000000000001,American,ronlieber,0,americanair sell mce post doorclose shuffle way u sell drinkssnacks people flight selfupgraded wo paying
13467,neutral,1.0,None,0.0,American,Bardi_toto,0,americanair 2396 cancelled flightled tonight
13468,negative,1.0,Late Flight,0.66,American,CassVinograd,0,americanair good enough info communicated point silence hour sat oh seat broken worst
13469,negative,1.0,Customer Service Issue,1.0,American,ThatEricAlper,0,americanair cant get operator hour worth call cancelled flight delayed flight automated system doesnt go beyond message
13470,negative,1.0,Cancelled Flight,1.0,American,stevenmartz,0,americanair provide u alternative flight 36 hour late flightr ruining trip cancelled flightled angry problem ruined
13471,negative,1.0,Lost Luggage,0.705,American,Robin_Downing,0,americanair stand baggage claim hour waiting bag knew never made plane
13472,positive,1.0,None,0.0,American,polpastor21,0,americanair love travel plane people nice amazing please follow back love company
13473,negative,1.0,Cancelled Flight,0.6551,American,RMauldin,0,americanair helpful flight already cancelled flightled reflight booking problem aa email cell yet notification
13474,negative,0.6774,Lost Luggage,0.6774,American,derekc21,0,americanair derekc21 leave jaipur tomorrow back dehli delhi one night need use ability make magic
13475,negative,1.0,Customer Service Issue,0.3642,American,Davitossss,0,americanair change gate dont tell fuck wrong people learn fucken job
13476,negative,0.6801,Customer Service Issue,0.3424,American,nic_tudobem,0,americanair trying make online flight booking problem one way barbados nyc wont let say need barbados ccwhy
13477,negative,1.0,Cancelled Flight,1.0,American,teague_ryan,0,americanair would purchase choice guy cancelled flightled flight stuck dfw 7 hour
13478,negative,1.0,Damaged Luggage,1.0,American,bartellpeter,0,americanair haha said wasnt fault somehow guy r joke
13479,negative,1.0,Customer Service Issue,0.6753,American,StephanSDalal,0,americanair stuck miami one worst customer experience ever sure let everyone know time waa
13480,negative,0.6831,Can't Tell,0.3873,American,ra1der7581,0,americanair 2days 2plains 2fails
13481,negative,1.0,Customer Service Issue,1.0,American,Beach_Girl7,0,americanair murphyjulie took 6 hour call back disconnected twice ill never get back work
13482,negative,1.0,Lost Luggage,1.0,American,Eleonora7,0,americanair far getting maybe bag come today dont know website say status unknown help
13483,negative,1.0,Cancelled Flight,0.6709,American,sindhurella67,0,americanair flight 1108 cancelled flightled need rebooked cant online arent answering call help
13484,negative,1.0,Customer Service Issue,1.0,American,RLDelahunty,0,americanair filled whole form receiving poor poor response direct email address reply
13485,negative,1.0,Customer Service Issue,1.0,American,ArtieFitchie,0,americanair abc pr let customer info possible might want go brush basic
13486,negative,1.0,Customer Service Issue,1.0,American,Huedaddy10,0,last trip americanair poor customer service 3 trip row delta come
13487,negative,1.0,Customer Service Issue,0.7225,American,whyemes,0,americanair stiiiil waiting please respond flight leaf 2 12 hr
13488,positive,0.6845,None,0.0,American,DaileyPursuit,0,americanair worry loved flying guy thanks
13489,negative,1.0,Flight Attendant Complaints,0.6878,American,HaileyUrban,0,americanair worst rep jacksonville airport rude totally helpful
13490,negative,1.0,Customer Service Issue,1.0,American,ariefriedheim,0,americanair understood integration take time excuse poor customer service
13491,negative,1.0,Customer Service Issue,1.0,American,theseanodell,0,malhoit least got response americanair via twitter went 0 2 yesterday
13492,negative,1.0,Lost Luggage,1.0,American,Rom55Weber,0,americanair called paris office morning still waiting miami apparently tag taken
13493,negative,1.0,Cancelled Flight,1.0,American,ikeNball,0,americanair get assistance flight cancelled flightled today phx dfw im hating job concerned
13494,positive,1.0,None,0.0,American,sfty1intx,0,americanair would also like say kind move adding point
13495,positive,1.0,None,0.0,American,melaine_cre,0,americanair ok received email registration team thanks lot
13496,negative,1.0,Late Flight,0.6684,American,JoshSeefried,0,americanair wasnt delay counter wouldnt take valid cac card valid id needed tsa precheck pas
13497,negative,1.0,Customer Service Issue,0.6697,American,melaine_cre,0,americanair right give email write
13498,neutral,1.0,None,0.0,American,Beach_Girl7,0,americanair dfw accepting arrival departure today
13499,neutral,0.6852,None,0.0,American,ronlieber,2,americanair true fa saying way collect money passenger door closing want mce seat
13500,negative,1.0,Customer Service Issue,0.6839,American,AminahAMajeed,0,americanair called reservation 1 im still waiting someone call back
13501,negative,1.0,Customer Service Issue,0.3487,American,HaileyUrban,0,americanair confirmed flight im done thanks nothing
13502,positive,0.6588,None,0.0,American,Flora_Lola_NYC,0,americanair necessary confident excellent inflight staff make appropriate report
13503,neutral,0.6436,None,0.0,American,jono_1984,0,americanair sorry equipment passenger allowed return plane
13504,positive,1.0,None,0.0,American,LisaMitchL,0,americanair thank best could get rebooked agent phone amp addtl resolution dm much appreciated
13505,negative,1.0,Customer Service Issue,0.6834,American,HaileyUrban,0,americanair email phone call nothing youve screwed flight familyfriends flight cancelled flighted reservation
13506,negative,1.0,Customer Service Issue,0.6414,American,stephenmartino,0,americanair care could someone call explain going
13507,negative,1.0,Customer Service Issue,0.6681,American,SFaldon_Sports,0,hey americanair automated call hang 445 cant reschedule cancelled flighted flight via web come
13508,negative,1.0,Cancelled Flight,1.0,American,HaileyUrban,0,americanair service rep hasnt happened yet im honestly fed sick notice flight got cancelled flighted
13509,negative,1.0,Cancelled Flight,1.0,American,CPalcisco,0,americanair help flight dallas cancelled flightled morning cle hold 3 hour need booked next flight
13510,negative,1.0,Customer Service Issue,0.6894,American,HaileyUrban,0,americanair hotel tonight expect pay even money dont money supposed get call back
13511,negative,1.0,Cancelled Flight,1.0,American,HaileyUrban,0,americanair flight 129 dallas 259 sfo cancelled flighted cant get anything else tomorrow wont put
13512,negative,1.0,Customer Service Issue,1.0,American,C2Next,0,americanair possible call system refuse caller twelve hour service option leave
13513,negative,1.0,Customer Service Issue,1.0,American,chermc56,0,americanair understand bit wait called 623 pm didnt get call back 1100 pm thats cool
